name,ra,dec,vmag
,233.9723676606,11.2656612460,6.0400
,219.4427368307,-67.9320102862,6.0400
,103.3914271942,-28.5397943954,6.0400
,94.2649911471,-22.7152310196,6.0400
,161.3180612708,-80.4695942333,6.0400
,234.6757514052,-39.1277456068,6.0410
,175.9796695185,-6.6771626510,6.0410
,117.7598219800,33.2336530999,6.0410
,254.8396353709,56.6885953720,6.0410
,126.6050232064,-52.8074973255,6.0410
,292.5438962864,2.9040732426,6.0420
,304.9302698382,-1.0785127833,6.0420
,56.0267832053,48.5236578039,6.0420
,59.6787565906,-57.1023611561,6.0430
,17.5476734871,15.6739105914,6.0430
,303.1321565837,51.4635649914,6.0430
,333.1073267606,-14.1939656255,6.0430
,199.8290920213,-72.0356053229,6.0440
,173.3117725426,-16.2804059912,6.0440
,114.7513245657,-53.2733568207,6.0440
,178.5479202472,-57.4101977904,6.0450
,208.5693356553,-28.5696155247,6.0450
,159.7100658340,-12.4436241064,6.0450
,4.5718578610,11.2062154329,6.0450
,71.4810480081,-39.3566137269,6.0450
,85.7569751097,56.5815232449,6.0450
,250.9483302737,-38.1563440105,6.0460
,10.4001573826,24.6290135523,6.0460
,30.7376271824,77.9162624880,6.0460
,51.0422027447,12.6295924868,6.0460
,147.1666597336,-56.4118905929,6.0470
,314.2940728167,0.4637798902,6.0470
,162.4738599709,27.9739475604,6.0470
,123.2488783815,16.5143259430,6.0470
,274.2538312155,-51.0682665984,6.0480
,254.7177802593,-37.6204928509,6.0480
,141.0678568775,-39.4255011056,6.0490
,206.8058021665,-9.7094466625,6.0490
,246.7086433218,2.3479427475,6.0490
,40.4513634952,-3.2138031865,6.0490
,343.6645080806,-70.0737089058,6.0500
,153.4571025264,27.1358236026,6.0500
,127.1532720642,24.1449216397,6.0500
,124.9577613712,3.9480281094,6.0500
,340.2195208333,14.5491916667,6.0500
,315.2156907181,-17.5308952076,6.0500
,264.1531061225,30.7851769516,6.0500
,96.3872453904,23.3271677454,6.0500
,43.1338674400,-12.7697133490,6.0500
,46.3375433555,40.5821797535,6.0500
,205.4398480582,-33.5973777827,6.0500
,243.7226227774,-25.4769723446,6.0500
,279.5269844152,39.6683265978,6.0500
,15.0148235478,44.7132475180,6.0500
,217.4569607571,31.7911885312,6.0500
,64.4177977911,-63.2554130646,6.0500
,149.4274936496,-48.4140894247,6.0500
,313.9194922515,4.5327213722,6.0500
,99.9009399614,-23.6956897877,6.0500
,98.0969801453,11.6735170193,6.0500
,238.7515263375,-19.3829179806,6.0500
,200.7191843848,-72.1467174397,6.0500
,237.2100729841,-52.4382542610,6.0500
,281.5542102205,41.4418111183,6.0510
,325.6373351209,10.8243155955,6.0510
,165.1699307147,-31.8393700650,6.0510
,247.4384195454,-57.7563242884,6.0520
,99.2578686951,-38.1465037393,6.0520
,68.3420285893,-10.7853371924,6.0520
,64.5669866766,-20.7152590220,6.0520
,262.9348914770,-26.2697103618,6.0520
,8.8889123887,-54.8218717129,6.0520
,135.3807780874,5.6409851066,6.0520
,295.9643813472,34.1627247293,6.0530
,268.7834653622,-36.4756444663,6.0530
,184.2762906643,-65.6929596513,6.0540
,169.3293483159,-67.8235164512,6.0540
,281.9890576393,31.7568362297,6.0540
,255.9918430344,13.5674208368,6.0540
,72.5674180118,-41.3208488029,6.0550
,66.5879260379,8.5902644617,6.0550
,231.0213191211,45.2710312987,6.0550
,108.1075967267,-36.5443836371,6.0550
,312.9948410351,-33.1779736393,6.0550
,240.6642572681,-29.1358029036,6.0560
,32.1902526570,-17.7791566328,6.0560
,282.8423258719,-3.3178569651,6.0560
,13.3675951192,37.4182032653,6.0570
,317.6304835072,10.0489133838,6.0570
,196.5885043399,21.1533948094,6.0570
,131.4553090534,-25.3880951860,6.0570
,190.7073483585,-55.9470275445,6.0570
,28.9436750906,-60.8609741372,6.0580
,74.7475465913,14.5432497166,6.0580
,73.7135121805,44.0608620147,6.0580
,298.3976189514,59.7086581372,6.0580
,224.1286108220,-32.6367838291,6.0580
,126.2703608202,35.0114070988,6.0590
,107.9640958674,5.6547030252,6.0590
,352.6648376395,38.6622537092,6.0590
,251.2991451531,43.2171719219,6.0590
,217.4041930804,-76.7290826907,6.0600
,320.6752421348,30.3098833177,6.0600
,123.5459767379,-32.1407122445,6.0600
,64.6562151860,-22.9697209184,6.0600
,32.3554560472,81.2959437998,6.0600
,48.7358223990,42.5036340076,6.0600
,115.6814574718,34.0002207354,6.0600
,290.4180415442,79.6028361219,6.0600
,279.0552801796,65.4887046567,6.0600
,181.5958750517,-65.7094458308,6.0600
,9.0285713568,-22.8423353595,6.0600
Plaskett's star,99.3501753561,6.1353803068,6.0600
,94.7032971839,-15.0249607639,6.0600
,286.2428625877,30.7334046047,6.0600
,289.7503998136,-15.5365687031,6.0600
,297.6953023770,37.8263251412,6.0600
,159.8511574131,-55.6071226448,6.0600
,340.6536806080,-47.2108127113,6.0600
,276.9596699362,3.7485670129,6.0600
,268.2050960614,-34.1148320783,6.0600
,253.4267674501,-43.0509690267,6.0600
,104.2000000000,11.8333333333,6.0600
,195.7722198292,-71.4757299389,6.0600
,51.1088154824,20.8034904564,6.0610
,167.4157770225,67.2102100923,6.0610
,250.2139160828,12.3950411615,6.0610
,292.7511263156,70.9893419112,6.0620
,281.0846326961,39.6708023431,6.0620
,68.5591328493,-6.8378108705,6.0630
,342.1844000161,62.9384128933,6.0630
,182.6409047661,-37.8703492003,6.0630
,255.9236795897,-47.1605714613,6.0640
,159.8162297364,-74.4933861475,6.0640
,253.7590043059,25.7306806073,6.0640
,321.6110879375,19.3756417195,6.0640
,20.9450070238,78.7260578561,6.0640
,212.7578276689,-69.7193150544,6.0650
,202.8156931132,42.1061534647,6.0650
,15.9542842150,1.3668472569,6.0650
,81.9020853516,-21.3757129251,6.0650
,187.5177463986,58.7677748990,6.0650
,269.4236905502,-76.1779505115,6.0660
,117.2576527002,13.3718695308,6.0660
,228.3299727502,-19.6475760698,6.0660
,340.6795070002,-44.2480228834,6.0670
,6.1235398775,-2.2190630228,6.0670
,343.9647137436,-31.6332343172,6.0670
,240.9403793797,4.9868321267,6.0680
,47.8282263674,-3.8115964937,6.0680
,93.4389241911,51.1724693668,6.0680
,92.8069016337,-26.4820985288,6.0680
,272.7683531491,-47.5131214045,6.0690
,357.1353308921,-6.3804235398,6.0690
,286.9888344769,16.8533818900,6.0700
,221.8024416938,-52.2052559429,6.0700
,250.2524233349,24.8587034232,6.0700
,57.4794563095,22.2441489072,6.0700
,33.6212023190,66.5244400698,6.0700
,251.8090833333,-1.9485277778,6.0700
,195.1497731458,-3.3684865028,6.0700
,135.4534636376,27.9026014422,6.0700
,95.5147977106,59.3720979829,6.0700
,255.9732391213,34.7902229477,6.0700
,301.3865228703,-67.3208961457,6.0700
,202.2829577864,-64.6758007395,6.0700
,61.9249328421,15.1627891902,6.0700
,114.3421670167,-34.9684482167,6.0700
,93.9174029134,6.0661685045,6.0700
,219.7951929395,-46.5844763544,6.0700
,221.2987802897,-1.4175302168,6.0700
,271.3644289008,2.4989469968,6.0700
,356.1059660002,-70.4902256896,6.0700
,130.8008267211,-79.0701023646,6.0700
,312.8572844386,-5.6266310836,6.0700
,184.2638864036,-16.6937356009,6.0700
,32.7201020197,39.0395427212,6.0700
,324.8671057092,-10.5768724249,6.0700
,119.8960645353,13.2421663510,6.0700
,115.0291268000,5.2311748000,6.0700
,96.7973527637,-25.8564979156,6.0700
,88.1670542279,33.9174628494,6.0700
,120.6283489704,63.0903389469,6.0700
,1.6532666952,29.0215035261,6.0700
,182.7712753727,-61.2774244511,6.0710
,318.3601061941,36.6332608448,6.0710
,59.2571583063,6.0399702437,6.0720
,305.6554458450,31.2649649213,6.0720
,122.8191621586,9.8212352680,6.0720
,332.0718250394,25.5435206813,6.0720
,106.1960472934,-22.0316876969,6.0720
,132.0203194741,-6.5588392698,6.0730
,295.4052713631,-65.8544141390,6.0740
,56.1175158194,20.9287357280,6.0740
,147.9980649777,-16.5347934978,6.0740
,119.2409544577,-42.4064764548,6.0750
,295.7899910205,30.6778907115,6.0750
,309.7943701367,21.8174423355,6.0750
,39.1792998925,31.6076669033,6.0750
,325.3927308738,40.8052196914,6.0750
,90.8532029429,11.6810657939,6.0750
,94.0793615626,23.9700299157,6.0750
,154.0374903448,-11.2034176530,6.0750
,267.7960221092,-53.1302690432,6.0760
,29.8578475958,12.2948803115,6.0760
,358.8191140016,-31.9214780129,6.0760
,108.0170385148,-30.8213670308,6.0760
,174.6396448971,46.8342141646,6.0760
,115.2064534001,57.0828278532,6.0760
,251.7906376705,2.0645290470,6.0770
,147.4587261012,21.1794220014,6.0770
,307.1947650064,-35.5958629995,6.0770
,264.5351723633,-42.8802770839,6.0780
,68.3537626543,43.0638931575,6.0780
,29.9213651033,-66.0665586482,6.0780
,228.2819239509,-36.0914193033,6.0790
,210.1367143069,-78.5899807850,6.0790
,306.4496951649,-40.7961848410,6.0800
,263.8329448059,-53.3529296013,6.0800
,107.3890136250,-16.2345091703,6.0800
,101.7561813630,-21.0154032490,6.0800
,99.7720869909,22.0308827151,6.0800
,63.7574807408,57.4603644930,6.0800
,199.1871019226,-65.1382594246,6.0800
,71.0542520736,40.7864492733,6.0800
,125.9800345217,10.6320602401,6.0800
,135.0927303731,-43.1739935728,6.0800
,307.5748360099,10.8959231447,6.0800
,284.5886678969,-31.0359748293,6.0800
,344.7992409500,11.7288421028,6.0800
,155.7518661707,6.5426431164,6.0800
,224.7199237487,-4.9892533152,6.0800
,136.6417743030,-55.8024089876,6.0810
,93.8589528542,-9.0357613533,6.0810
,268.8485593774,55.9713921392,6.0810
,186.3267101849,-27.7490036869,6.0810
,247.8451995889,-26.5376446157,6.0810
,282.9021560393,36.5390823398,6.0820
,84.2184001467,40.1823807053,6.0820
,333.2198515836,73.3071944735,6.0820
,56.8839495691,55.9219588748,6.0820
,292.6380079619,3.4444056299,6.0820
,242.8697433927,16.6656908700,6.0820
,321.5643299622,-54.6604587759,6.0820
,243.9645630339,-14.8491154134,6.0830
,74.9430341868,53.1554520501,6.0830
,297.0126022846,-13.7036142444,6.0830
,106.5094494975,-38.3828647168,6.0830
,290.6389730304,33.5181622499,6.0840
,81.2315689063,-44.2256881371,6.0840
,308.9654995406,-69.6105835236,6.0840
,259.1781133381,-6.2449758841,6.0840
,267.1585917581,-55.4017398976,6.0850
,157.0087301735,-49.4058023173,6.0860
,140.9972245995,-51.7370813982,6.0860
,80.5922786934,-56.1343988924,6.0860
,241.0742433239,-33.2137145748,6.0860
,166.3915870154,-11.0889341775,6.0860
,28.3465525359,-38.5946316611,6.0860
,14.4151872265,45.8393800997,6.0860
,303.6121095680,-63.4157891011,6.0860
,267.9356644556,-45.6007077044,6.0870
,175.9701671350,-62.8782811269,6.0870
,153.2547787642,-59.9180868330,6.0870
,63.1306446556,17.2774600871,6.0870
,210.8644477224,-41.4233422769,6.0880
,278.8062715928,34.4580189237,6.0880
,106.7186366236,-24.9605797707,6.0880
,106.7769634665,4.9105809437,6.0880
,253.5419242528,-41.8250386921,6.0880
,16.4036781324,-9.9793227422,6.0880
,325.6890226296,59.2708434260,6.0880
,333.8959883015,-44.4514979674,6.0890
,84.2865511925,-11.7755159523,6.0890
,74.0836998684,36.1685315443,6.0890
,325.6617082999,49.6002471082,6.0890
,262.5989715356,-1.0625846461,6.0890
,221.2956649904,-55.6016406415,6.0890
,86.2575184880,4.0082325938,6.0890
,73.7283882832,-39.6286079404,6.0890
,239.9755925136,-54.0209136209,6.0890
,354.8664340086,-46.6377998898,6.0900
,200.2014139176,-55.8006896735,6.0900
,191.8068284616,11.9580871752,6.0900
,80.3202513673,-34.3450482109,6.0900
,47.8413290863,13.0478428248,6.0900
,146.8250200892,79.1366321061,6.0900
,157.6107747694,64.2576883939,6.0900
,294.9371892864,33.9789512351,6.0900
,139.7103602544,36.8020721792,6.0900
,160.8371702291,4.7476700416,6.0900
,213.7552169438,-29.2819063809,6.0900
,205.9381811860,22.7004248341,6.0900
,51.4890918586,49.1207583015,6.0900
,286.5927128843,8.2300035172,6.0900
,317.9510613440,59.9865648630,6.0900
,58.5725286609,-2.9528656816,6.0900
,321.3251944175,-71.7990587264,6.0900
,187.0802517555,-64.3409895376,6.0900
,83.0589222751,17.0581328608,6.0900
,213.4159319822,-54.6256283240,6.0900
,223.6774418043,-65.9911049885,6.0900
,356.0055058376,-45.0831204117,6.0900
,249.5064711728,-6.5380133979,6.0900
,250.4007413657,-24.4679607711,6.0900
,332.7599070011,-21.2327969486,6.0900
,354.3835093333,44.4290136500,6.0900
,215.8343877242,-50.7722509098,6.0900
,78.3814802685,1.9676799649,6.0900
,86.8620543111,-10.5329696355,6.0900
,101.2318568493,-70.4337575477,6.0910
,327.1223101718,38.6485861149,6.0910
,117.5236186121,-19.5235470506,6.0910
,280.2350356461,62.7494630082,6.0910
,56.1704244590,46.0998121806,6.0910
,322.7901223549,12.1374757117,6.0930
,232.1133717142,-51.5979348023,6.0940
,40.5351824421,-46.5244414533,6.0940
,109.7580024270,-19.2803060965,6.0940
,65.1045913044,18.7426811659,6.0940
,186.2854920910,-42.5143129089,6.0940
,125.0709047789,-5.3299542877,6.0940
,285.7192540394,19.6610118831,6.0940
,255.5656154349,64.6007408944,6.0940
,224.8632870803,-43.1598506580,6.0950
,113.5534421151,-33.4634292552,6.0950
,84.3304630100,8.9518745916,6.0950
,84.0664949503,47.7152870522,6.0950
,314.9987191926,-36.1296384742,6.0960
,80.9071201548,16.6992656184,6.0960
,300.1103582578,-43.0433042721,6.0970
,150.9207772493,-9.5737900383,6.0970
,204.6904827761,-70.4448312758,6.0970
,315.7701647366,38.6574138437,6.0970
,221.2311501738,-58.4774944284,6.0980
,132.4588584850,-72.5512389312,6.0980
,296.4639827646,35.0127517952,6.0980
,283.1543550276,-29.3796765357,6.0980
,208.0766933447,12.1651380884,6.0980
,202.6071822575,-6.4702659596,6.0980
,158.7404144506,-23.1762463490,6.0980
,138.1085436644,-7.1098053891,6.0980
,102.5042296920,-60.2491447947,6.0980
,88.6713335762,-49.6270105073,6.0980
,324.2033366097,-33.0478961872,6.0990
,103.2558790452,38.8691478465,6.0990
,69.9467548331,-1.0524613304,6.0990
,15.5075850834,-57.0023873558,6.1000
,128.1740171579,-73.3567878790,6.1000
,143.0608171023,-62.7888896078,6.1000
,298.0683914308,36.4322935737,6.1000
,13.9937905848,27.2093819559,6.1000
,344.8986346275,-13.0708973455,6.1000
,76.3488294637,1.1776262886,6.1000
,298.8419411053,58.2501920242,6.1000
,272.5363663559,16.4765849851,6.1000
,289.3010278417,-66.6610514250,6.1000
,158.7933854498,-43.6645867456,6.1000
,208.4884990189,-47.1281640589,6.1000
,254.1576607844,-30.5800588803,6.1000
,294.2056582735,50.1999243158,6.1000
,144.3027125000,-53.6685000000,6.1000
,84.0118579651,-47.3137462468,6.1000
,306.4271856967,-2.8003745628,6.1000
,125.6322638375,-48.4905409028,6.1000
,66.7748526444,-46.9474915679,6.1000
Dabih Minor,305.1939495563,-14.7848899234,6.1000
,185.0739679303,26.0018745563,6.1000
,32.7235691768,39.0433095085,6.1000
,18.4385612342,7.5782445295,6.1000
,131.6229166667,-52.9180555556,6.1000
,266.9775000000,1.5227777778,6.1000
,191.7541666667,11.9483333333,6.1000
,328.4366666667,62.5925000000,6.1000
,238.6254539355,-27.3386349729,6.1000
,29.2499364323,-51.7662458498,6.1000
,203.2008909690,24.3467437675,6.1000
,263.9981999429,20.9962463950,6.1000
,150.8357547726,-46.6361891254,6.1010
,116.3979868345,-56.7225686150,6.1010
,11.8067764849,19.5787059820,6.1010
,108.4018727319,-27.3563588871,6.1010
,350.2090661527,-50.3065537007,6.1010
,77.5135900753,-0.5653219326,6.1020
,55.1929572617,25.3294884796,6.1020
,245.1359061066,-39.4303425326,6.1020
,166.2671245368,-49.3922998890,6.1020
,23.4132128581,-78.5048197867,6.1030
,246.5474411933,11.4074951857,6.1030
,350.9392634981,-43.1244268143,6.1040
,320.1393634525,60.7564076235,6.1040
,230.9321241815,-1.0223861220,6.1050
,168.1265494898,-18.4998609778,6.1050
,37.1476378268,-31.1024479236,6.1050
,46.4173630022,56.0689678479,6.1050
,121.1725739606,-19.7281511190,6.1050
,339.0329220608,35.5775018172,6.1050
,258.5558424747,-56.8885333197,6.1050
,256.2073880899,48.8039547934,6.1060
,99.4199729020,-12.9851174483,6.1060
,340.5867040969,53.9087478605,6.1060
,120.1206701305,-48.8717652396,6.1070
,73.7209854762,-58.5476536908,6.1070
,79.8112103525,20.1345913343,6.1070
,350.9771721609,-53.8087398625,6.1080
,347.0993351782,-79.4806874507,6.1080
,125.2818277388,-64.1060022704,6.1080
,210.3293988029,-40.2219376029,6.1080
,36.7801580985,27.0123936555,6.1080
,170.5962886486,-44.6459238829,6.1080
,8.3473301307,-71.2662445637,6.1090
,133.1281768089,-13.2329444522,6.1090
,125.6951971269,-13.0547928395,6.1090
,168.2363148248,-49.7360972330,6.1090
,4.6757036828,43.7911411689,6.1100
,47.6135428079,-48.7341565930,6.1100
,287.4506094417,-19.8036583631,6.1100
,163.7542215488,-42.2511006889,6.1100
,23.7115996648,-31.8923156780,6.1100
,140.1823377057,51.2660639450,6.1100
,19.2711024322,44.9019920581,6.1100
,332.1700758707,45.7422521842,6.1100
,18.1420119656,45.3375294050,6.1100
,172.9605552491,81.1272569534,6.1100
,194.2824817548,46.1767922136,6.1100
,1.2238528643,34.6596670095,6.1100
,45.0495254526,38.1317215175,6.1100
,164.4507778103,-59.7321898561,6.1100
,183.7939887835,-10.3123987266,6.1100
,255.4474497335,-58.9582475452,6.1100
,304.0824507081,21.5987023337,6.1100
,173.4047395125,-40.5866042111,6.1100
,236.0944753121,-41.8190876913,6.1100
,268.6130137031,-34.4667235391,6.1100
,193.2964865647,-3.5530975726,6.1100
,343.7478558446,1.0649026686,6.1100
,329.6824750237,-21.1829319695,6.1100
,72.4336744711,15.9042189128,6.1100
,307.7679439079,-15.0561653772,6.1100
,286.7171646884,-16.2292505041,6.1100
,111.9652492333,-11.5568678056,6.1100
,120.3460104214,-54.5155291191,6.1110
,75.8276553799,41.4416487540,6.1110
,61.1704264812,-20.3818620632,6.1110
,353.4812119626,20.8409326835,6.1110
,68.7529608522,-19.9213828289,6.1110
,37.3973260559,9.5656276087,6.1110
,52.5565821571,-41.3699369717,6.1120
,233.8884571613,17.6555542906,6.1130
,143.2582199628,-8.5053739612,6.1130
,174.4708368057,50.6181860513,6.1130
,358.0974600649,21.6711007217,6.1130
,252.9745091973,-65.3754583960,6.1140
,159.7096415515,-42.7534434487,6.1140
,16.5321424804,-23.9924844133,6.1140
,129.8421179607,-36.6066699614,6.1140
,350.7365536904,-60.0558402652,6.1140
,172.0767247720,-72.4739795891,6.1150
,149.2955830991,-52.6387818636,6.1150
,88.5556222440,10.5864057892,6.1150
,90.3344731312,85.1821151762,6.1150
,308.5487352563,-13.7210912734,6.1160
,250.9753419372,-41.1133440719,6.1160
,99.5852308228,-2.5438957289,6.1160
,67.3336918397,-46.5152704992,6.1170
,297.3645989882,38.7101477455,6.1170
,239.1390568243,-14.8294369289,6.1170
,258.1044267277,-27.7621247342,6.1170
,163.3539945342,-2.2551695325,6.1170
,165.8105853613,-0.7523416952,6.1170
,46.8569714626,17.8799915649,6.1170
,237.5679774701,-45.4017153806,6.1170
,307.1037686748,-3.3577912646,6.1170
,32.6079923751,-50.8237403281,6.1170
,336.4631460185,-75.0156878585,6.1190
,3.4349119467,-26.2849625722,6.1190
,131.3392663914,30.6977501232,6.1190
,138.0515295836,-76.6630279798,6.1200
,171.0918910077,-42.6690996031,6.1200
,118.6663189664,-34.8467111966,6.1200
,282.0669802281,48.7675547429,6.1200
,296.8617784895,47.9075704669,6.1200
,346.7918955913,52.8166001913,6.1200
,81.7491822563,-68.6225411201,6.1200
,40.8248836000,3.2364731000,6.1200
,326.0352573042,28.7429039194,6.1200
,76.1652813733,74.0669555718,6.1200
,318.3399359800,81.2309696624,6.1200
,2.3340328594,79.7145549178,6.1200
,294.1086484259,-18.8529217464,6.1200
,63.2135450225,22.4134672837,6.1200
,96.0857395442,-12.9619343398,6.1200
,238.3004049056,13.1966262336,6.1200
,143.1724755584,1.8641262645,6.1200
,125.1139512778,-22.9246799792,6.1200
,348.5274487988,-62.7000022433,6.1200
,259.0900105656,-35.7502982573,6.1200
,131.2297849188,-21.1678261426,6.1200
,218.2902292768,-30.7150599382,6.1200
,162.3518618917,-59.3237831944,6.1200
,236.9710678388,-65.4423078582,6.1200
,348.6673860637,-10.6887196876,6.1200
,268.3315840673,-34.7308058524,6.1200
,333.4570974753,63.1623380455,6.1210
,4.1418410684,8.2401572519,6.1210
,46.9539351229,-69.2649383339,6.1220
,263.9265424695,37.3015939261,6.1220
,177.5816813027,-15.8636648059,6.1220
,72.9307551768,9.9750807302,6.1220
,276.3817916388,-63.0215359607,6.1220
,164.3157591020,-75.0997612978,6.1220
,223.9941347898,32.3000622254,6.1220
,264.7410632912,13.3292531846,6.1230
,142.9124456207,-10.5520318722,6.1230
,103.3410046516,-18.9328419373,6.1230
,54.9982048830,-1.1212242791,6.1230
,240.2769492389,-54.5779033028,6.1240
,119.3031568546,-63.2968329343,6.1240
,342.1995688849,54.4148923417,6.1240
,142.9821218094,-10.3703429306,6.1240
,267.1994610661,19.2550135311,6.1250
,280.6505007977,-7.0736540863,6.1250
,94.5233684892,14.3828597714,6.1250
,79.8660807994,58.1173654345,6.1250
,299.8139450337,52.0556913427,6.1250
,328.8358124470,61.5418116298,6.1250
,156.5409647090,-42.7384923997,6.1260
,142.3518343105,-2.2051907005,6.1260
,307.3805910583,-22.3915653011,6.1260
,292.4692094884,-55.4417514255,6.1270
,332.9791006576,-76.1160218906,6.1270
,242.1942964886,17.2056366710,6.1270
